Match Id,Round,W_name,W_seed,W_Wc,W_country,W_set1,W_set2,W_set3,W_set4,W_set5,L_name,L_seed,L_Wc,L_country,L_set1,L_set2,L_set3,L_set4,L_set5
2008_M_128_32,R128,Jesse Levine,18,,USA,6,6,,,,Irakli Labadze,,,GEO,2,3,,,
2008_M_128_33,R128,Flavio Cipolla,9,,ITA,6,6,,,,Joao Souza,,,BRA,3,0,,,
2008_M_128_34,R128,Max Mirnyi,,,BLR,6,6,,,,Karol Beck,,,SVK,4,4,,,
2008_M_128_35,R128,Antony Dupuis,,,FRA,6,7,,,,Adam Feeney,,,AUS,2,5,,,
2008_M_128_36,R128,Pavel Snobel,,,CZE,7,4,10,,,Dusan Vemic,28,,SRB,5,6,8,,
2008_M_128_37,R128,Robert Smeets,,,AUS,6,6,6,,,Amer Delic,10,,USA,3,7,3,,
2008_M_128_38,R128,Ilia Bozoljac,,,SRB,6,6,,,,Nicholas Monroe,,,USA,0,2,,,
2008_M_128_39,R128,Stefano Galvani,,,ITA,6,6,,,,Yeu-Tzuoo Wang,,,TPE,1,2,,,
2008_M_128_40,R128,Andrey Golubev,21,,RUS,7,6,,,,Jean-Christophe Faurel,,,FRA,6,4,,,
2008_M_128_41,R128,Alexander Peya,,,AUT,6,6,,,,Sam Warburg,11,,USA,2,4,,,
2008_M_128_42,R128,Alberto Francis,,,USA,6,6,,,,Filip Prpic,,,SWE,3,3,,,
2008_M_128_43,R128,Richard Bloomfield,,1,GBR,6,7,,,,Rui MacHado,,,POR,3,5,,,
2008_M_128_44,R128,Thomas Oger,,,FRA,6,6,,,,Alun Jones,20,,AUS,0,0,,,
2008_M_128_45,R128,Bjorn Rehnquist,,,SWE,7,6,,,,Ivan Navarro Pastor,12,,ESP,6,3,,,
2008_M_128_46,R128,Tobias Kamke,,,GER,6,6,,,,Danai Udomchoke,,,THA,3,4,,,
2008_M_128_47,R128,Ti Chen,,,TPE,6,3,6,,,Alex Kuznetsov,,,USA,2,6,3,,
2008_M_128_48,R128,Jan Hernych,17,,CZE,6,7,,,,Andrew Coelho,,,AUS,4,6,,,
2008_M_128_49,R128,Sergiy Stakhovsky,13,,UKR,6,6,,,,Todd Widom,,,USA,2,3,,,
2008_M_128_50,R128,Prakash Amritraj,,,IND,6,7,,,,Jean-Rene Lisnard,,,MON,2,6,,,
2008_M_128_51,R128,David Marrero-Santana,,,ESP,4,7,6,,,Tomas Zib,,,CZE,6,5,3,,
2008_M_128_52,R128,Santiago Gonzalez,,,MEX,6,7,,,,Leonardo Mayer,25,,ARG,3,6,,,
2008_M_128_53,R128,Stephane Bohli,14,,SUI,6,6,,,,Lukasz Kubot,,,POL,4,0,,,
2008_M_128_54,R128,Nicolas Todero,,,ARG,6,6,,,,George Bastl,,,SUI,4,4,,,
2008_M_128_55,R128,Rainer Eitzinger,,,AUT,5,6,6,,,Jan Mertl,,,CZE,7,2,1,,
2008_M_128_56,R128,Simon Stadler,32,,GER,6,6,,,,Daniel Cox,,1,GBR,2,2,,,
2008_M_128_57,R128,Chris Eaton,,1,GBR,2,6,7,,,Mikhail Kukushkin,15,,RUS,6,4,5,,
2008_M_128_58,R128,Jan Minar,,,CZE,6,4,6,,,K,,,Hip,4,6,0,,
2008_M_128_59,R128,Matthias Bachinger,,,GER,4,6,6,,,Michael Lammer,,,SUI,6,3,3,,
2008_M_128_60,R128,Olivier Patience,26,,FRA,6,6,13,,,Jesse Witten,,,USA,7,2,11,,
2008_M_128_61,R128,Rik De Voest,16,,RSA,3,6,6,,,Dick Norman,,,BEL,6,4,1,,
2008_M_128_62,R128,Jan Vacek,,,CZE,6,6,,,,Colin Ebelthite,,,AUS,4,4,,,
2008_M_128_63,R128,Dawid Olejniczak,,,POL,7,6,,,,Lukas Rosol,,,CZE,6,4,,,
2008_M_128_64,R128,Aisam Qureshi,22,,PAK,7,6,,,,Josselin Ouanna,,,FRA,6,3,,,
2008_M_64_1,R64,Jaroslav Pospisil,,,CZE,7,7,,,,Gilles Muller,1,,LUX,6,6,,,
2008_M_64_2,R64,Andreas Beck,19,,GER,6,4,6,,,Brendan Evans,,,USA,3,6,4,,
2008_M_64_3,R64,Christophe Rochus,2,,BEL,6,6,,,,Ryan Sweeting,,,USA,3,4,,,
2008_M_64_4,R64,Martin Fischer,,,AUT,7,5,6,,,Ricardo Mello,,,BRA,5,7,4,,
2008_M_64_5,R64,Frederico Gil,3,,POR,6,6,,,,Noam Okun,,,ISR,1,3,,,
2008_M_64_6,R64,Hugo Armando,,,USA,2,7,6,,,Wesley Moodie,,,RSA,6,6,4,,
2008_M_64_7,R64,Philipp Petzschner,4,,GER,3,6,6,,,Daniel Brands,,,GER,6,4,1,,
2008_M_64_8,R64,Adrian Cruciat,24,,ROU,6,7,,,,Martin Slanar,,,AUT,2,5,,,
2008_M_64_9,R64,Robert Kendrick,5,,USA,6,6,,,,Joshua Goodall,,,GBR,4,4,,,
2008_M_64_10,R64,Kevin Kim,,,USA,6,7,,,,Alex Bogomolov Jr,,,USA,4,6,,,
2008_M_64_11,R64,Michal Przysiezny,,,POL,4,6,10,,,Go Soeda,6,,JPN,6,4,8,,
2008_M_64_12,R64,Edouard Roger-Vasselin,23,,FRA,6,6,3,,,Louk Sorensen,,,IRL,7,3,1,,
2008_M_64_13,R64,Izak Van Der Merwe,,,RSA,7,7,,,,Kristian Pless,7,,DEN,5,6,,,
2008_M_64_14,R64,Frederic Niemeyer,,,CAN,6,6,,,,Lukas Dlouhy,,,CZE,3,3,,,
2008_M_64_15,R64,Alexandre Kudryavtsev,,,RUS,7,4,8,,,Paul Capdeville,8,,CHI,6,6,6,,
2008_M_64_16,R64,Jesse Levine,18,,USA,6,6,11,,,Pavel Chekhov,,,RUS,3,7,9,,
2008_M_64_17,R64,Flavio Cipolla,9,,ITA,7,6,,,,Max Mirnyi,,,BLR,6,3,,,
2008_M_64_18,R64,Pavel Snobel,,,CZE,6,6,,,,Antony Dupuis,,,FRA,3,4,,,
2008_M_64_19,R64,Ilia Bozoljac,,,SRB,3,7,6,,,Robert Smeets,,,AUS,6,6,3,,
2008_M_64_20,R64,Stefano Galvani,,,ITA,7,6,,,,Andrey Golubev,21,,RUS,5,2,,,
2008_M_64_21,R64,Alexander Peya,,,AUT,6,3,6,,,Alberto Francis,,,USA,3,6,2,,
2008_M_64_22,R64,Richard Bloomfield,,1,GBR,6,6,,,,Thomas Oger,,,FRA,2,0,,,
2008_M_64_23,R64,Tobias Kamke,,,GER,7,6,,,,Bjorn Rehnquist,,,SWE,6,1,,,
2008_M_64_24,R64,Jan Hernych,17,,CZE,6,6,,,,Ti Chen,,,TPE,3,1,,,
2008_M_64_25,R64,Sergiy Stakhovsky,13,,UKR,6,1,6,,,Prakash Amritraj,,,IND,3,6,3,,
2008_M_64_26,R64,Santiago Gonzalez,,,MEX,6,4,6,,,David Marrero-Santana,,,ESP,4,6,4,,
2008_M_64_27,R64,Nicolas Todero,,,ARG,6,7,6,,,Stephane Bohli,14,,SUI,7,5,2,,
2008_M_64_28,R64,Simon Stadler,32,,GER,5,6,6,,,Rainer Eitzinger,,,AUT,7,1,2,,
2008_M_64_29,R64,Chris Eaton,,1,GBR,6,6,6,,,Jan Minar,,,CZE,7,3,4,,
2008_M_64_30,R64,Olivier Patience,26,,FRA,7,6,6,,,Matthias Bachinger,,,GER,6,7,3,,
2008_M_64_31,R64,Rik De Voest,16,,RSA,6,3,9,,,Jan Vacek,,,CZE,2,6,7,,
2008_M_64_32,R64,Dawid Olejniczak,,,POL,7,6,,,,Aisam Qureshi,22,,PAK,6,3,,,
2008_M_32_1,R32,Andreas Beck,19,,GER,6,6,7,,,Jaroslav Pospisil,,,CZE,3,1,5,,
2008_M_32_2,R32,Christophe Rochus,2,,BEL,6,6,6,,,Martin Fischer,,,AUT,1,3,4,,
2008_M_32_3,R32,Frederico Gil,3,,POR,6,7,4,7,,Hugo Armando,,,USA,2,6,6,6,
2008_M_32_4,R32,Philipp Petzschner,4,,GER,6,5,5,6,6,Adrian Cruciat,24,,ROU,4,7,7,2,3
2008_M_32_5,R32,Kevin Kim,,,USA,3,6,6,6,,Robert Kendrick,5,,USA,6,3,4,4,
2008_M_32_6,R32,Edouard Roger-Vasselin,23,,FRA,6,6,6,,,Michal Przysiezny,,,POL,2,1,1,,
2008_M_32_7,R32,Izak Van Der Merwe,,,RSA,6,6,1,6,,Frederic Niemeyer,,,CAN,3,3,6,3,
2008_M_32_8,R32,Jesse Levine,18,,USA,6,6,6,,,Alexandre Kudryavtsev,,,RUS,4,3,4,,
2008_M_32_9,R32,Pavel Snobel,,,CZE,6,6,6,,,Flavio Cipolla,9,,ITA,0,4,3,,
2008_M_32_10,R32,Stefano Galvani,,,ITA,3,6,6,2,6,Ilia Bozoljac,,,SRB,6,0,1,6,4
2008_M_32_11,R32,Alexander Peya,,,AUT,6,6,3,1,8,Richard Bloomfield,,1,GBR,4,4,6,6,6
2008_M_32_12,R32,Jan Hernych,17,,CZE,6,7,7,,,Tobias Kamke,,,GER,3,6,6,,
2008_M_32_13,R32,Sergiy Stakhovsky,13,,UKR,6,6,7,,,Santiago Gonzalez,,,MEX,3,4,5,,
2008_M_32_14,R32,Simon Stadler,32,,GER,6,7,3,6,6,Nicolas Todero,,,ARG,7,6,6,1,1
2008_M_32_15,R32,Chris Eaton,,1,GBR,7,6,7,,,Olivier Patience,26,,FRA,6,3,6,,
2008_M_32_16,R32,Dawid Olejniczak,,,POL,6,6,6,2,8,Rik De Voest,16,,RSA,4,4,7,6,6
2004_M_128_1,R128,Julien Benneteau,1,1,FRA,6,6,,,,Nicolas Coutelot,,,FRA,1,4,,,
2004_M_128_2,R128,Stephane Robert,,,FRA,6,6,,,,Chris Lewis,,1,GBR,1,1,,,
2004_M_128_3,R128,Jamie Delgado,,1,GBR,6,6,,,,Mariano Delfino,,,ARG,2,4,,,
2004_M_128_4,R128,Federico Browne,,,ARG,3,6,8,,,Dick Norman,24,,BEL,6,4,6,,
2004_M_128_5,R128,Olivier Mutis,2,,FRA,6,6,,,,Alexander Waske,,,GER,3,4,,,
2004_M_128_6,R128,Bob Bryan,,1,USA,6,6,,,,Francesco Aldi,,,ITA,3,4,,,
2004_M_128_7,R128,Andre Sa,,,BRA,6,6,,,,Andres Dellatorre,,,ARG,3,0,,,
2004_M_128_8,R128,Paul Goldstein,20,,USA,7,6,,,,Marcos Baghdatis,,,CYP,5,4,,,
2004_M_128_9,R128,Hyung-Taik Lee,3,,KOR,6,6,,,,Tomas Tenconi,,,ITA,3,1,,,
2004_M_128_10,R128,Ivan Navarro Pastor,,,ESP,7,6,,,,Hermes Gamonal,,,CHI,5,4,,,
2004_M_128_11,R128,Leonardo Azzaro,,,ITA,2,6,9,,,Goichi Motomura,,,JPN,6,3,7,,
2004_M_128_12,R128,Santiago Ventura,27,,ESP,6,7,,,,Bruno Soares,,,BRA,4,6,,,
2004_M_128_13,R128,Richard Gasquet,4,,FRA,3,7,7,,,Brian Vahaly,,,USA,6,5,5,,
2004_M_128_14,R128,Sergio Roitman,,,ARG,3,6,6,,,Salvador Navarro,,,ESP,6,4,3,,
2004_M_128_15,R128,Andreas Seppi,,,ITA,6,6,,,,Simon Larose,,,CAN,4,2,,,
2004_M_128_16,R128,Florent Serra,,,FRA,7,6,,,,Guillermo Garcia-Lopez,28,,ESP,5,4,,,
2004_M_128_17,R128,Nicolas Mahut,5,,FRA,6,3,6,,,Franco Ferreiro,,,BRA,4,6,2,,
2004_M_128_18,R128,Ramon Delgado,,,PAR,6,6,,,,Javier Genaro-Martinez,,,ESP,1,1,,,
2004_M_128_19,R128,Jean-Francois Bachelot,,,FRA,6,3,6,,,Ivaylo Traykov,,,BUL,4,6,3,,
2004_M_128_20,R128,Justin Gimelstob,,,USA,6,6,,,,Juan-Pablo Guzman,17,,ARG,3,2,,,
2004_M_128_21,R128,Davide Sanguinetti,6,,ITA,5,6,7,,,Miguel Gallardo Valles,,,MEX,7,2,5,,
2004_M_128_22,R128,Prakash Amritraj,,,IND,4,6,6,,,Francisco Fogues,,,ESP,6,3,4,,
2004_M_128_23,R128,Vincenzo Santopadre,,,ITA,6,6,,,,Dusan Vemic,,,SCG,4,2,,,
2004_M_128_24,R128,Glenn Weiner,22,,USA,6,2,6,,,Uros Vico,,,ITA,2,6,1,,
2004_M_128_25,R128,Jan Hernych,7,,CZE,6,6,,,,Santiago Gonzalez,,,MEX,0,1,,,
2004_M_128_26,R128,Kevin Kim,,,USA,6,4,16,,,Giorgio Galimberti,,,ITA,1,6,14,,
2004_M_128_27,R128,Takao Suzuki,,,JPN,6,4,6,,,Rik De Voest,,,RSA,3,6,3,,
2004_M_128_28,R128,Robert Kendrick,30,,USA,6,6,,,,Stefano Cobolli,,,ITA,1,3,,,
2004_M_128_29,R128,Christophe Rochus,8,,BEL,6,7,,,,Frank Dancevic,,,CAN,1,5,,,
2004_M_128_30,R128,Jean-Christophe Faurel,,,FRA,6,6,,,,Jean-Michel Pequery,,,FRA,1,4,,,
2004_M_128_31,R128,Danai Udomchoke,,,THA,6,6,,,,Alejandro Hernandez,,,MEX,3,2,,,
2004_M_128_32,R128,Jiri Vanek,23,,CZE,6,7,,,,Paolo Lorenzi,,,ITA,4,5,,,
2004_M_128_33,R128,Marco Chiudinelli,,,SUI,6,5,,,,Adrian Garcia,9,,CHI,1,3,,,
2004_M_128_34,R128,Michal Mertinak,,,SVK,6,6,,,,Juan Albert Viloca,,,ESP,2,2,,,
2004_M_128_35,R128,Tuomas Ketola,,,FIN,6,6,,,,Julien Varlet,,,FRA,4,4,,,
2004_M_128_36,R128,Alejandro Falla,19,1,COL,7,4,6,,,Massimo Dell'acqua,,,ITA,6,6,4,,
2004_M_128_37,R128,Dieter Kindlmann,,,GER,7,6,,,,Jeff Morrison,10,,USA,5,4,,,
2004_M_128_38,R128,Jerome Golmard,,,FRA,3,6,6,,,Jan-Frode Andersen,,,NOR,6,1,4,,
2004_M_128_39,R128,Cecil Mamiit,,,USA,6,3,8,,,Nicolas Thomann,,,FRA,1,6,6,,
2004_M_128_40,R128,Ivo Heuberger,18,,SUI,6,6,,,,Diego Moyano,,,ARG,4,2,,,
2004_M_128_41,R128,Petr Kralert,,,CZE,4,7,6,,,Alex Bogomolov Jr,11,,USA,6,6,1,,
2004_M_128_42,R128,Daniele Bracciali,,,ITA,6,6,,,,Yuri Schukin,,,RUS,4,4,,,
2004_M_128_43,R128,Marcos Daniel,,,BRA,2,6,6,,,Emin Agaev,,,AZE,6,1,2,,
2004_M_128_44,R128,Stefano Pescosolido,25,,ITA,6,6,,,,Bjorn Rehnquist,,,SWE,0,2,,,
2004_M_128_45,R128,Giovanni Lapentti,,,ECU,6,6,6,,,Tomas Zib,12,,CZE,7,3,1,,
2004_M_128_46,R128,Oscar Serrano,,,ESP,6,6,6,,,Andrew Banks,,1,GBR,7,2,2,,
2004_M_128_47,R128,Yeu-Tzuoo Wang,,,TPE,6,6,,,,Jaroslav Pospisil,,,CZE,3,4,,,
2004_M_128_48,R128,Fernando Vicente,,,ESP,3,7,7,,,Alessio Di Mauro,31,,ITA,6,5,5,,
2004_M_128_49,R128,Olivier Patience,,,FRA,4,7,6,,,Frederic Niemeyer,,,CAN,6,6,3,,
2004_M_128_50,R128,Florin Mergea,,1,ROM,6,7,,,,Eric Taino,,,USA,3,6,,,
2004_M_128_51,R128,Wesley Whitehouse,,,RSA,6,6,7,,,Razvan Sabau,,,ROM,7,3,5,,
2004_M_128_52,R128,Michel Kratochvil,,,SUI,2,6,7,,,Ricardo Mello,26,,BRA,6,1,5,,
2004_M_128_53,R128,Ivo Minar,,,CZE,6,6,,,,Harel Levy,14,,ISR,1,4,,,
2004_M_128_54,R128,Nicolas Devilder,,,FRA,6,6,,,,Boris Pashanski,,,SCG,2,1,,,
2004_M_128_55,R128,Igor Kunitsyn,,,RUS,6,6,,,,Juan Pablo Brzezicki,,,ARG,2,2,,,
2004_M_128_56,R128,Julian Knowle,,,AUT,6,6,,,,Gilles Muller,21,,LUX,4,3,,,
2004_M_128_57,R128,Alexander Peya,15,,AUT,6,4,6,,,Ivan Miranda,,,PER,3,6,4,,
2004_M_128_58,R128,Markus Hantschk,,,GER,6,2,6,,,Sebastien De Chaunac,,,FRA,4,6,4,,
2004_M_128_59,R128,Andy Ram,,1,ISR,6,6,,,,Ian Flanagan,,1,GBR,1,0,,,
2004_M_128_60,R128,Roko Karanusic,29,,CRO,6,7,,,,Edouard Roger-Vasselin,,,FRA,4,5,,,
2004_M_128_61,R128,Potito Starace,16,,ITA,1,7,6,,,Matias Boeker,,,USA,6,6,4,,
2004_M_128_62,R128,Ignacio Gonzalez King,,,ARG,6,6,,,,Didac Perez,,,ESP,3,2,,,
2004_M_128_63,R128,Michael Berrer,,,GER,7,3,6,,,Martin Stepanek,,,CZE,6,6,4,,
2004_M_128_64,R128,Janko Tipsarevic,32,,SCG,6,6,,,,Victor Bruthans,,,SVK,4,1,,,
2004_M_64_1,R64,Julien Benneteau,1,1,FRA,6,1,13,,,Stephane Robert,,,FRA,3,6,11,,
2004_M_64_2,R64,Jamie Delgado,,1,GBR,6,7,,,,Federico Browne,,,ARG,3,6,,,
2004_M_64_3,R64,Bob Bryan,,1,USA,5,6,6,,,Olivier Mutis,2,,FRA,7,3,2,,
2004_M_64_4,R64,Andre Sa,,,BRA,6,7,,,,Paul Goldstein,20,,USA,2,5,,,
2004_M_64_5,R64,Ivan Navarro Pastor,,,ESP,4,6,6,,,Hyung-Taik Lee,3,,KOR,6,4,2,,
2004_M_64_6,R64,Leonardo Azzaro,,,ITA,6,6,,,,Santiago Ventura,27,,ESP,4,4,,,
2004_M_64_7,R64,Richard Gasquet,4,,FRA,6,6,,,,Sergio Roitman,,,ARG,2,1,,,
2004_M_64_8,R64,Florent Serra,,,FRA,7,7,,,,Andreas Seppi,,,ITA,6,5,,,
2004_M_64_9,R64,Ramon Delgado,,,PAR,6,6,,,,Nicolas Mahut,5,,FRA,3,2,,,
2004_M_64_10,R64,Justin Gimelstob,,,USA,6,3,6,,,Jean-Francois Bachelot,,,FRA,3,6,2,,
2004_M_64_11,R64,Davide Sanguinetti,6,,ITA,6,6,,,,Prakash Amritraj,,,IND,4,3,,,
2004_M_64_12,R64,Glenn Weiner,22,,USA,7,4,6,,,Vincenzo Santopadre,,,ITA,6,6,4,,
2004_M_64_13,R64,Jan Hernych,7,,CZE,6,6,,,,Kevin Kim,,,USA,0,0,,,
2004_M_64_14,R64,Takao Suzuki,,,JPN,7,6,,,,Robert Kendrick,30,,USA,6,2,,,
2004_M_64_15,R64,Christophe Rochus,8,,BEL,6,3,6,,,Jean-Christophe Faurel,,,FRA,3,6,1,,
2004_M_64_16,R64,Danai Udomchoke,,,THA,6,6,10,,,Jiri Vanek,23,,CZE,2,7,8,,
2004_M_64_17,R64,Michal Mertinak,,,SVK,7,7,,,,Marco Chiudinelli,,,SUI,5,5,,,
2004_M_64_18,R64,Alejandro Falla,19,1,COL,6,7,,,,Tuomas Ketola,,,FIN,3,5,,,
2004_M_64_19,R64,Dieter Kindlmann,,,GER,6,7,6,,,Jerome Golmard,,,FRA,7,6,2,,
2004_M_64_20,R64,Ivo Heuberger,18,,SUI,6,6,,,,Cecil Mamiit,,,USA,3,2,,,
2004_M_64_21,R64,Daniele Bracciali,,,ITA,6,6,,,,Petr Kralert,,,CZE,2,1,,,
2004_M_64_22,R64,Stefano Pescosolido,25,,ITA,6,6,,,,Marcos Daniel,,,BRA,1,2,,,
2004_M_64_23,R64,Giovanni Lapentti,,,ECU,4,7,6,,,Oscar Serrano,,,ESP,6,6,2,,
2004_M_64_24,R64,Yeu-Tzuoo Wang,,,TPE,6,6,,,,Fernando Vicente,,,ESP,3,4,,,
2004_M_64_25,R64,Olivier Patience,,,FRA,7,6,,,,Florin Mergea,,1,ROM,6,4,,,
2004_M_64_26,R64,Wesley Whitehouse,,,RSA,7,6,,,,Michel Kratochvil,,,SUI,6,3,,,
2004_M_64_27,R64,Ivo Minar,,,CZE,6,7,,,,Nicolas Devilder,,,FRA,4,6,,,
2004_M_64_28,R64,Julian Knowle,,,AUT,6,6,,,,Igor Kunitsyn,,,RUS,2,3,,,
2004_M_64_29,R64,Alexander Peya,15,,AUT,2,6,6,,,Markus Hantschk,,,GER,6,1,1,,
2004_M_64_30,R64,Andy Ram,,1,ISR,6,6,,,,Roko Karanusic,29,,CRO,3,3,,,
2004_M_64_31,R64,Potito Starace,16,,ITA,7,6,,,,Ignacio Gonzalez King,,,ARG,6,3,,,
2004_M_64_32,R64,Janko Tipsarevic,32,,SCG,6,6,,,,Michael Berrer,,,GER,2,3,,,
2004_M_32_1,R32,Jamie Delgado,,1,GBR,5,6,4,6,6,Julien Benneteau,1,1,FRA,7,4,6,4,3
2004_M_32_2,R32,Andre Sa,,,BRA,6,6,6,,,Bob Bryan,,1,USA,2,4,3,,
2004_M_32_3,R32,Ivan Navarro Pastor,,,ESP,7,3,4,6,7,Leonardo Azzaro,,,ITA,5,6,6,4,5
2004_M_32_4,R32,Richard Gasquet,4,,FRA,3,6,6,7,,Florent Serra,,,FRA,6,4,4,5,
2004_M_32_5,R32,Ramon Delgado,,,PAR,2,6,6,6,,Justin Gimelstob,,,USA,6,0,2,4,
2004_M_32_6,R32,Glenn Weiner,22,,USA,7,3,7,6,,Davide Sanguinetti,6,,ITA,6,6,6,4,
2004_M_32_7,R32,Jan Hernych,7,,CZE,6,6,5,6,,Takao Suzuki,,,JPN,1,2,7,2,
2004_M_32_8,R32,Christophe Rochus,8,,BEL,4,6,4,6,8,Danai Udomchoke,,,THA,6,3,6,1,6
2004_M_32_9,R32,Alejandro Falla,19,1,COL,7,6,4,3,9,Michal Mertinak,,,SVK,6,3,6,6,7
2004_M_32_10,R32,Ivo Heuberger,18,,SUI,7,6,6,6,,Dieter Kindlmann,,,GER,6,1,7,2,
2004_M_32_11,R32,Daniele Bracciali,,,ITA,6,2,7,6,,Stefano Pescosolido,25,,ITA,2,6,5,4,
2004_M_32_12,R32,Yeu-Tzuoo Wang,,,TPE,6,7,7,,,Giovanni Lapentti,,,ECU,0,5,6,,
2004_M_32_13,R32,Olivier Patience,,,FRA,7,7,0,1,6,Wesley Whitehouse,,,RSA,6,6,6,6,3
2004_M_32_14,R32,Julian Knowle,,,AUT,6,7,6,6,,Ivo Minar,,,CZE,0,5,7,3,
2004_M_32_15,R32,Andy Ram,,1,ISR,7,6,6,6,,Alexander Peya,15,,AUT,6,3,7,4,
2004_M_32_16,R32,Janko Tipsarevic,32,,SCG,6,6,6,,,Potito Starace,16,,ITA,1,4,2,,
2005_M_128_1,R128,Andreas Seppi,1,,ITA,7,6,,,,Paolo Lorenzi,,,ITA,5,0,,,
2005_M_128_2,R128,Rik De Voest,,,RSA,6,6,,,,Marcos Daniel,,,BRA,4,4,,,
2005_M_128_3,R128,Jeroen Masson,,,BEL,6,6,,,,Juan-Pablo Guzman,,,ARG,2,3,,,
2005_M_128_4,R128,Gilles Simon,18,,FRA,6,3,7,,,Vassilis Mazarakis,,,GRE,2,6,5,,
2005_M_128_5,R128,Arnaud Clement,2,,FRA,6,6,,,,Marc Lopez,,,ESP,2,2,,,
2005_M_128_6,R128,Alex Bogomolov Jr,,,USA,6,7,,,,Ti Chen,,,TPE,2,6,,,
2005_M_128_7,R128,Thiago Alves,,,BRA,6,6,8,,,Matthew Smith,,1,GBR,7,3,6,,
2005_M_128_8,R128,Amer Delic,25,,USA,7,6,,,,Franco Ferreiro,,,BRA,5,3,,,
2005_M_128_9,R128,Justin Gimelstob,3,,USA,6,6,,,,Victor Ionita,,,ROU,3,2,,,
2005_M_128_10,R128,Vladimir Voltchkov,,,BLR,6,7,,,,Florin Mergea,,,ROU,4,6,,,
2005_M_128_11,R128,Marcus Sarstrand,,,SWE,6,6,4,,,Tomas Cakl,,,CZE,7,0,0,,
2005_M_128_12,R128,George Bastl,23,,SUI,7,6,6,,,Jean-Christophe Faurel,,,FRA,5,7,4,,
2005_M_128_13,R128,Paul Goldstein,4,,USA,6,7,,,,Martin Vassallo Arguello,,,ARG,1,5,,,
2005_M_128_14,R128,Jacob Adaktusson,,,SWE,6,6,,,,Cristian Villagran,,,ARG,3,0,,,
2005_M_128_15,R128,Jamie Delgado,,,GBR,6,7,,,,Takao Suzuki,,,JPN,1,6,,,
2005_M_128_16,R128,Chris Guccione,,,AUS,4,7,23,,,Olivier Patience,26,,FRA,6,6,21,,
2005_M_128_17,R128,Jeff Morrison,5,,USA,6,6,,,,James Auckland,,1,GBR,1,4,,,
2005_M_128_18,R128,Jerome Golmard,,,FRA,3,7,14,,,Robert Kendrick,,,USA,6,5,12,,
2005_M_128_19,R128,Andrew Banks,,1,GBR,6,6,,,,Bjorn Rehnquist,,,SWE,2,3,,,
2005_M_128_20,R128,Alejandro Falla,,,COL,5,6,6,,,Andre Sa,32,,BRA,7,3,4,,
2005_M_128_21,R128,Antony Dupuis,6,,FRA,6,6,,,,Gabriel Moraru,,,ROU,4,4,,,
2005_M_128_22,R128,Leonardo Azzaro,,,ITA,2,6,8,,,Goichi Motomura,,,JPN,6,2,6,,
2005_M_128_23,R128,Federico Luzzi,,,ITA,5,6,6,,,Harel Levy,,,ISR,7,2,4,,
2005_M_128_24,R128,Ramon Delgado,31,,PAR,6,6,11,,,Nenad Zimonjic,,1,SCG,7,3,9,,
2005_M_128_25,R128,Igor Kunitsyn,,,RUS,6,6,,,,Paul Baccanello,,,AUS,4,4,,,
2005_M_128_26,R128,Filip Prpic,,,SWE,6,6,,,,Julio Silva,,,BRA,1,1,,,
2005_M_128_27,R128,Danai Udomchoke,,,THA,6,6,,,,Marc Gicquel,,,FRA,2,1,,,
2005_M_128_28,R128,Michal Mertinak,24,,SVK,6,7,,,,Werner Eschauer,,,AUT,2,5,,,
2005_M_128_29,R128,Stefano Galvani,,,ITA,6,7,,,,Gregory Carraz,8,,FRA,3,5,,,
2005_M_128_30,R128,Gilles Elseneer,,,BEL,6,6,,,,Julian Knowle,,1,AUT,2,1,,,
2005_M_128_31,R128,Arvind Parmar,,1,GBR,6,4,9,,,Nicolas Devilder,,,FRA,3,6,7,,
2005_M_128_32,R128,Diego Hartfield,,,ARG,6,6,,,,Alejandro Hernandez,,,MEX,3,1,,,
2005_M_128_33,R128,Roko Karanusic,,,CRO,4,7,6,,,Robin Vik,9,,CZE,6,6,4,,
2005_M_128_34,R128,Daniel Gimeno-Traver,,,ESP,6,6,,,,Gorka Fraile-Etxeberria,,,ESP,2,3,,,
2005_M_128_35,R128,Jan Minar,,,CZE,6,6,,,,Neil Bamford,,1,GBR,3,4,,,
2005_M_128_36,R128,Nicolas Mahut,20,,FRA,4,6,6,,,Dusan Vemic,,,SCG,6,3,4,,
2005_M_128_37,R128,Dick Norman,10,,BEL,6,6,6,,,Daniel Koellerer,,,AUT,7,4,4,,
2005_M_128_38,R128,Steve Darcis,,,BEL,6,6,,,,Miguel Gallardo Valles,,,MEX,2,4,,,
2005_M_128_39,R128,Sebastien De Chaunac,,,FRA,6,6,,,,Jan-Frode Andersen,,,NOR,2,3,,,
2005_M_128_40,R128,Fernando Vicente,19,,ESP,0,7,6,,,Dudi Sela,,,ISR,6,6,0,,
2005_M_128_41,R128,Daniele Bracciali,11,,ITA,6,4,,,,Paul Capdeville,,,CHI,0,1,,,
2005_M_128_42,R128,Irakli Labadze,,,GEO,6,6,,,,Lukasz Kubot,,,POL,4,4,,,
2005_M_128_43,R128,Adrian Garcia,,,CHI,6,7,,,,Matias Boeker,,,USA,2,6,,,
2005_M_128_44,R128,Ivo Heuberger,,,SUI,1,6,6,,,Alexander Waske,29,,GER,6,4,4,,
2005_M_128_45,R128,Uros Vico,,,ITA,6,3,,,,Kristof Vliegen,12,1,BEL,3,1,,,
